date,policy_type,start_stop,comments,total_phases,state
2020-05-25,outdoor and recreation,start,"Policy_Details: recreation & outdoor facilities open (beaches, parks, select athletic fields & courts, fishing, hunting, boating, outdoor gardens, zoos, reserves) 
 Phase Level: 1, Phase Details Source information: https://www.mass.gov/doc/reopening-massachusetts-phase-one-summary/download",4.0,MA
2020-04-06,shelter in place,start,State Policy Start,,MO
2020-05-29,phase 2,start,"Policy_Details: Gatherings no more than 50 people. All industries: Social distancing Brothels; Nightclubs; Sporting events (with spectators) and performance venues: CLOSED Fitness facilities; Food and Drink; Museums, art galleries, zoos and aquariums; Retail: 50% capacity Personal Care: Partition between work stations, appointment only Houses of Worship: Maximum 50 people Movie theaters and indoor malls: Reopen with social distancing Phase Level: 2, Phase Details Source information: https://nvhealthresponse.nv.gov/wp-content/uploads/2020/05/Directive-021-Phase-Two-Reopening-Plan.pdf",3.0,NV
2020-03-30,shelter in place,start,Northern Mariana Islands,,MP
2020-03-21,shelter in place,start,State Policy Start,,IL
2020-05-14,outdoor and recreation,start,"Policy_Details: walking, hiking, biking, golfing, boating permitted 
 Phase Level: 3, Phase Details Source information: https://www.michigan.gov/documents/whitmer/MI_SAFE_START_PLAN_689875_7.pdf",6.0,MI
2020-04-27,non-essential businesses,start,"Policy_Details: Main Street and retail businesses can become operational with reduced capacity and
where strict physical distancing protocols can be maintained.
Outdoor recreation can become operational if sites adhere to strict physical distancing
between groups and exercise frequent sanitation protocols if public facilities are open.
Organized youth activities can consider becoming operational if physical distancing
guidelines can be implemented. (Organized youth activities should avoid gathering in groups of more than 10 people in circumstances that do not readily allow for appropriate physical
distancing.) Phase Level: 1, Phase Details Source information: https://covid19.mt.gov/Portals/223/Documents/04-22-20%20Directive%20and%20Appx%20-%20Reopening%20Phase%20One.pdf?ver=2020-04-22-124954-977",,MT
2020-06-05,phase 2,start,"Policy_Details: Governor Northam issued amended Executive Order 65 easing certain temporary restrictions on businesses Fitness centers, gyms, recreation centers, sports facilities, and exercise facilities may reopen for indoor and outdoor activities Patrons, members, guests must remain at least 10 ft apart Instructors and participants of group exercise must remain at least 10 ft apart Total # of attendees in group exercise and fitness classes can't exceed the lesser of 30% of minimum occupancy load Hot tubs, spas, splash pads, spray pools, interactive pool must be closed Outdoor/indoor swimming pools may open for lap swimming, diving, exercise, instruction and must be limited to no more than 3 people per lane with 10 ft between each swimmer Employees must wear face coverings at all times Ensure cleaning and disinfection Facilities shall prohibit any equipment that can't be thoroughly cleaned Supply hand sanitizer or hand washing stations If a business can't adhere, it must close Phase Level: 2, Phase Details Source information: https://www.governor.virginia.gov/media/governorvirginiagov/executive-actions/EO-65-and-Order-Of-Public-Health-Emergency-Six---AMENDED---Phase-Two-Easing-of-Certain-Temporary-Restrictions-Due-to-Novel-Coronavirus-(COVID-19).pdf",,VA
2020-06-05,phase 2,start,"Policy_Details: Governor Northam issued EO 65 easing certain temporary restrictions on businesses Outdoor performing arts venues, concert venues, sports venues, movie theaters, museums, aquariums, zoos, botanical gardens may reopen Occupancy can't exceed 50% Install visible markers for queue lines to remain 6 ft apart Create guest flow plans Cleaning and disinfection every 60 minutes Install sneeze guards Employees must wear face coverings Provide hand washing or sanitizer for guests and employees Phase Level: 2, Phase Details Source information: https://www.governor.virginia.gov/media/governorvirginiagov/executive-actions/EO-65-and-Order-Of-Public-Health-Emergency-Six---AMENDED---Phase-Two-Easing-of-Certain-Temporary-Restrictions-Due-to-Novel-Coronavirus-(COVID-19).pdf",,VA
2020-05-01,outdoor and recreation,start,"Policy_Details: all places of public amusement (indoor & outdoor) closed  Phase Level: Shelter in Place, Phase Details Source information: https://coronavirus.ohio.gov/static/publicorders/Directors-Stay-Safe-Ohio-Order.pdf",,OH
2020-03-31,non-essential businesses,start,"Policy_Details: Starting Monday, May 4, 2020, retail businesses will be allowed to sell goods through delivery service, window service, walk-up service, drive-through service, drive-up service or curbside delivery provided they establish and implement sanitation and physical distancing measures. This updated guidance applies to the act of selling goods, not services.   Source information: https://azgovernor.gov/sites/default/files/eo_2020-33_0.pdf",,AZ
2020-06-05,phase 2,start,"Policy_Details: Governor Northam issued EO 65 easing certain temporary restrictions on businesses Beauty salons, barbershops, spas, massage centers, tanning salons, tattoo shops, and any other location where personal care or personal grooming services are performed may continue to operate Occupancy must not exceed 50% and 6 ft between work stations and no more than two appointments per service provider at a time Employees must wear face coverings Provide face coverings for clients or ask clients bring their own which they must wear during service Cleaning and disinfection must be conducted every 60 minutes If a business can't adhere, it must close Phase Level: 2, Phase Details Source information: https://www.governor.virginia.gov/media/governorvirginiagov/executive-actions/EO-65-and-Order-Of-Public-Health-Emergency-Six---AMENDED---Phase-Two-Easing-of-Certain-Temporary-Restrictions-Due-to-Novel-Coronavirus-(COVID-19).pdf",,VA
2020-05-08,outdoor and recreation,start,"Policy_Details: Executive order signed by governor, statewide. Cooper signed an executive order modifying the stay-at-home order and transitioning the state into Phase 1 of easing restrictions, effective 5:00 p.m. on May 8. The order will last until at least May 22. Gyms, entertainment venues remain closed. Phase Level: 1, Phase Details Source information: https://files.nc.gov/governor/documents/files/EO121-Stay-at-Home-Order-3.pdf",3.0,NC
2020-05-04,entertainment,start,"Policy_Details: Bowling alleys and movie theaters may reopen but may not sell food, beverages or host parties.
Casinos, gaming facilities, and nightclubs will remain closed   Source information: https://www.vi.gov/wp-content/uploads/2020/05/6th-Supplemental-Exececutive-Order-COVID-19.pdf",5.0,VI
2020-03-26,outdoor and recreation,start,"Policy_Details: Critical Businesses : open, telework if possible
Non-critical Businesses (non-customer facing) : open, telework if possible 
Retail : curbside pickup 
Food and Drink : delivery and take out only 
Personal care (salons, tattoos, barbershops) : closed 
Recreation (gyms, personal fitness, yoga, martial arts studios, campgrounds, pools) : closed 
Entertainment (bowling alleys, movie theaters, arcades, theaters, festivals, concerts) : closed 
Childcare : open, prioritizing workers in critical sectors 
Schools : closed, except for school-age care for critical sector workers 
Houses of Worship (religious services, weddings, funerals) : gatherings of 10 or less for funerals and weddings 


 Phase Level: Shelter in Place , Phase Details Source information: https://mn.gov/covid19/for-minnesotans/stay-safe-mn/stay-safe-plan.jsp",4.0,MN
2020-03-27,shelter in place,start,"Stay at home, effective March 27 at 11:59 p.m. Gov. Chris Sununu had earlier described a stay-at-home order as not a ""practical ask"" of residents, but later put one in place. ""We can't stress this enough — you should stay at your house unless absolutely necessary,"" he said.",,NH
2020-05-08,phase 2,start,"Policy_Details: ""Governor’s Report Card indicates California will be prepared to move into the early phase of Stage 2 of reopening this Friday, May 8 

Stage 2 allows gradual reopening of lower-risk workplaces with adaptations including bookstores, clothing stores, florists and sporting goods stores, with modifications 

Governor also announces new framework to allow counties to move more quickly through Stage 2 if they attest that they meet the state’s readiness criteria "" Phase Level: 2, Phase Details Source information: https://www.gov.ca.gov/wp-content/uploads/2020/05/5.4-Report-Card-on-California-Resilience-Roadmap.pdf",,CA
